LAT,LON,YEAR,MO,DY,TEMPERATURE,RADIATION
10.75,76.25,2020,5,14,28.55,5.78
10.75,76.75,2020,5,14,27.7,5.78
10.75,77.25,2020,5,14,29.45,5.93
11.25,74.25,2020,5,14,30.64,6.46
11.25,74.75,2020,5,14,30.59,6.46
11.25,75.25,2020,5,14,30.18,6.35
11.25,75.75,2020,5,14,29.13,6.35
11.25,76.25,2020,5,14,27.21,5.74
11.25,76.75,2020,5,14,27.56,5.74
11.25,77.25,2020,5,14,30.08,6.42
11.75,74.25,2020,5,14,30.7,6.46
11.75,74.75,2020,5,14,30.54,6.46
11.75,75.25,2020,5,14,29.69,6.35
11.75,75.75,2020,5,14,28.17,6.35
11.75,76.25,2020,5,14,26.56,5.74
11.75,76.75,2020,5,14,27.55,5.74
11.75,77.25,2020,5,14,29.71,6.42
12.25,74.25,2020,5,14,30.66,6.83
12.25,74.75,2020,5,14,30.35,6.83
12.25,75.25,2020,5,14,29.14,6.48
12.25,75.75,2020,5,14,27.51,6.48
12.25,76.25,2020,5,14,26.9,6.24
12.25,76.75,2020,5,14,28.45,6.24
12.25,77.25,2020,5,14,29.82,6.54
12.75,74.25,2020,5,14,30.61,6.83
12.75,74.75,2020,5,14,30.22,6.83
12.75,75.25,2020,5,14,28.91,6.48
12.75,75.75,2020,5,14,27.32,6.48
12.75,76.25,2020,5,14,27.2,6.24
12.75,76.75,2020,5,14,28.83,6.24
12.75,77.25,2020,5,14,29.67,6.54
8.25,74.25,2020,5,15,29.1,2.78
8.25,74.75,2020,5,15,28.99,2.78
8.25,75.25,2020,5,15,28.92,5.34
8.25,75.75,2020,5,15,28.95,5.34
8.25,76.25,2020,5,15,29.03,5.41
8.25,76.75,2020,5,15,28.54,5.41
8.25,77.25,2020,5,15,28.35,5.11
8.75,74.25,2020,5,15,29.31,2.78
8.75,74.75,2020,5,15,29.23,2.78
8.75,75.25,2020,5,15,29.12,5.34
8.75,75.75,2020,5,15,29.01,5.34
8.75,76.25,2020,5,15,28.83,5.41
8.75,76.75,2020,5,15,27.46,5.41
8.75,77.25,2020,5,15,27.21,5.11
9.25,74.25,2020,5,15,29.55,3.88
9.25,74.75,2020,5,15,29.59,3.88
9.25,75.25,2020,5,15,29.56,5.51
9.25,75.75,2020,5,15,29.39,5.51
9.25,76.25,2020,5,15,28.9,5.63
9.25,76.75,2020,5,15,26.74,5.63
9.25,77.25,2020,5,15,26.79,5.47
9.75,74.25,2020,5,15,29.86,3.88
9.75,74.75,2020,5,15,29.96,3.88
9.75,75.25,2020,5,15,30.01,5.51
9.75,75.75,2020,5,15,29.8,5.51
9.75,76.25,2020,5,15,28.9,5.63
9.75,76.75,2020,5,15,26.04,5.63
9.75,77.25,2020,5,15,26.17,5.47
10.25,74.25,2020,5,15,30.14,4.17
10.25,74.75,2020,5,15,30.21,4.17
10.25,75.25,2020,5,15,30.23,5.23
10.25,75.75,2020,5,15,29.94,5.23
10.25,76.25,2020,5,15,28.81,5.43
10.25,76.75,2020,5,15,26.33,5.43
10.25,77.25,2020,5,15,26.85,5.55
10.75,74.25,2020,5,15,30.43,4.17
10.75,74.75,2020,5,15,30.42,4.17
10.75,75.25,2020,5,15,30.28,5.23
10.75,75.75,2020,5,15,29.73,5.23
10.75,76.25,2020,5,15,28.33,5.43
10.75,76.75,2020,5,15,27.44,5.43
10.75,77.25,2020,5,15,28.99,5.55
11.25,74.25,2020,5,15,30.59,4.93
11.25,74.75,2020,5,15,30.52,4.93
11.25,75.25,2020,5,15,30.08,5.08
11.25,75.75,2020,5,15,29.08,5.08
11.25,76.25,2020,5,15,27.41,5.12
11.25,76.75,2020,5,15,27.8,5.12
11.25,77.25,2020,5,15,30.13,5.72
11.75,74.25,2020,5,15,30.58,4.93
11.75,74.75,2020,5,15,30.35,4.93
11.75,75.25,2020,5,15,29.5,5.08
11.75,75.75,2020,5,15,28.21,5.08
11.75,76.25,2020,5,15,27.32,5.12
11.75,76.75,2020,5,15,28.37,5.12
11.75,77.25,2020,5,15,30.19,5.72
12.25,74.25,2020,5,15,30.42,4.9
12.25,74.75,2020,5,15,29.96,4.9
12.25,75.25,2020,5,15,28.73,4.85
12.25,75.75,2020,5,15,27.43,4.85
12.25,76.25,2020,5,15,27.8,5.8
12.25,76.75,2020,5,15,29.61,5.8
12.25,77.25,2020,5,15,30.52,6.3
12.75,74.25,2020,5,15,30.22,4.9
12.75,74.75,2020,5,15,29.59,4.9
12.75,75.25,2020,5,15,28.25,4.85
12.75,75.75,2020,5,15,27.05,4.85
12.75,76.25,2020,5,15,27.83,5.8
12.75,76.75,2020,5,15,29.86,5.8
12.75,77.25,2020,5,15,30.41,6.3
8.25,74.25,2020,5,16,29.93,4.19
8.25,74.75,2020,5,16,30.01,4.19
8.25,75.25,2020,5,16,30.07,3.96
8.25,75.75,2020,5,16,30.1,3.96
8.25,76.25,2020,5,16,30.05,4.06
8.25,76.75,2020,5,16,29.23,4.06
8.25,77.25,2020,5,16,28.88,3.65
8.75,74.25,2020,5,16,30.04,4.19
8.75,74.75,2020,5,16,30.08,4.19
8.75,75.25,2020,5,16,30.12,3.96
8.75,75.75,2020,5,16,30.08,3.96
8.75,76.25,2020,5,16,29.88,4.06
8.75,76.75,2020,5,16,28.03,4.06
8.75,77.25,2020,5,16,27.72,3.65
9.25,74.25,2020,5,16,30.16,3.53
9.25,74.75,2020,5,16,30.17,3.53
9.25,75.25,2020,5,16,30.16,2.91
9.25,75.75,2020,5,16,30.03,2.91
9.25,76.25,2020,5,16,29.63,3.71
9.25,76.75,2020,5,16,27.16,3.71
9.25,77.25,2020,5,16,27.3,4.05
9.75,74.25,2020,5,16,30.23,3.53
9.75,74.75,2020,5,16,30.22,3.53
9.75,75.25,2020,5,16,30.2,2.91
9.75,75.75,2020,5,16,29.99,2.91
9.75,76.25,2020,5,16,29.29,3.71
9.75,76.75,2020,5,16,26.29,3.71
9.75,77.25,2020,5,16,26.48,4.05
10.25,74.25,2020,5,16,30.24,4.18
10.25,74.75,2020,5,16,30.23,4.18
10.25,75.25,2020,5,16,30.18,3.59
10.25,75.75,2020,5,16,29.9,3.59
10.25,76.25,2020,5,16,29.04,4.11
10.25,76.75,2020,5,16,26.45,4.11
10.25,77.25,2020,5,16,26.93,4.91
10.75,74.25,2020,5,16,30.22,4.18
10.75,74.75,2020,5,16,30.19,4.18
10.75,75.25,2020,5,16,30.01,3.59
10.75,75.75,2020,5,16,29.46,3.59
10.75,76.25,2020,5,16,28.28,4.11
10.75,76.75,2020,5,16,27.51,4.11
10.75,77.25,2020,5,16,29.12,4.91
11.25,74.25,2020,5,16,30.18,4.78
11.25,74.75,2020,5,16,30.1,4.78
11.25,75.25,2020,5,16,29.62,3.96
11.25,75.75,2020,5,16,28.55,3.96
11.25,76.25,2020,5,16,26.84,4.68
11.25,76.75,2020,5,16,27.62,4.68
11.25,77.25,2020,5,16,30.35,5.01
11.75,74.25,2020,5,16,30.13,4.78
11.75,74.75,2020,5,16,29.92,4.78
11.75,75.25,2020,5,16,29,3.96
11.75,75.75,2020,5,16,27.56,3.96
11.75,76.25,2020,5,16,26.45,4.68
11.75,76.75,2020,5,16,27.92,4.68
11.75,77.25,2020,5,16,30.38,5.01
12.25,74.25,2020,5,16,30.01,5.39
12.25,74.75,2020,5,16,29.59,5.39
12.25,75.25,2020,5,16,28.32,4.57
12.25,75.75,2020,5,16,26.87,4.57
12.25,76.25,2020,5,16,26.98,5.1
12.25,76.75,2020,5,16,29,5.1
12.25,77.25,2020,5,16,30.66,5.17
12.75,74.25,2020,5,16,29.88,5.39
12.75,74.75,2020,5,16,29.3,5.39
12.75,75.25,2020,5,16,27.98,4.57
12.75,75.75,2020,5,16,26.67,4.57
12.75,76.25,2020,5,16,27.13,5.1
12.75,76.75,2020,5,16,29.33,5.1
12.75,77.25,2020,5,16,30.49,5.17
8.25,74.25,2020,5,17,30.24,4.69
8.25,74.75,2020,5,17,30.28,4.69
8.25,75.25,2020,5,17,30.29,4.58
8.25,75.75,2020,5,17,30.28,4.58
8.25,76.25,2020,5,17,30.19,4.05
8.25,76.75,2020,5,17,29.55,4.05
8.25,77.25,2020,5,17,29.1,4.49
8.75,74.25,2020,5,17,30.32,4.69
8.75,74.75,2020,5,17,30.35,4.69
8.75,75.25,2020,5,17,30.34,4.58
8.75,75.75,2020,5,17,30.27,4.58
8.75,76.25,2020,5,17,30.01,4.05
8.75,76.75,2020,5,17,28.38,4.05
8.75,77.25,2020,5,17,27.95,4.49
9.25,74.25,2020,5,17,30.38,4.41
9.25,74.75,2020,5,17,30.38,4.41
9.25,75.25,2020,5,17,30.35,3.69
9.25,75.75,2020,5,17,30.19,3.69
9.25,76.25,2020,5,17,29.71,3.08
9.25,76.75,2020,5,17,27.33,3.08
9.25,77.25,2020,5,17,27.4,4.78
9.75,74.25,2020,5,17,30.36,4.41
9.75,74.75,2020,5,17,30.34,4.41
9.75,75.25,2020,5,17,30.29,3.69
9.75,75.75,2020,5,17,30.05,3.69
9.75,76.25,2020,5,17,29.26,3.08
9.75,76.75,2020,5,17,26.23,3.08
9.75,77.25,2020,5,17,26.45,4.78
10.25,74.25,2020,5,17,30.33,5.08
10.25,74.75,2020,5,17,30.29,5.08
10.25,75.25,2020,5,17,30.21,5
10.25,75.75,2020,5,17,29.87,5
10.25,76.25,2020,5,17,28.91,5.04
10.25,76.75,2020,5,17,26.22,5.04
10.25,77.25,2020,5,17,26.71,5.44
10.75,74.25,2020,5,17,30.32,5.08
10.75,74.75,2020,5,17,30.26,5.08
10.75,75.25,2020,5,17,30.04,5
10.75,75.75,2020,5,17,29.44,5
10.75,76.25,2020,5,17,28.12,5.04
10.75,76.75,2020,5,17,27.05,5.04
10.75,77.25,2020,5,17,28.48,5.44
11.25,74.25,2020,5,17,30.32,5.61
11.25,74.75,2020,5,17,30.18,5.61
11.25,75.25,2020,5,17,29.67,5.35
11.25,75.75,2020,5,17,28.55,5.35
11.25,76.25,2020,5,17,26.59,5.09
11.25,76.75,2020,5,17,26.81,5.09
11.25,77.25,2020,5,17,29.32,5.75
11.75,74.25,2020,5,17,30.27,5.61
11.75,74.75,2020,5,17,29.93,5.61
11.75,75.25,2020,5,17,28.92,5.35
11.75,75.75,2020,5,17,27.38,5.35
11.75,76.25,2020,5,17,25.86,5.09
11.75,76.75,2020,5,17,26.68,5.09
11.75,77.25,2020,5,17,28.96,5.75
12.25,74.25,2020,5,17,30.14,5.83
12.25,74.75,2020,5,17,29.47,5.83
12.25,75.25,2020,5,17,27.94,5.44
12.25,75.75,2020,5,17,26.25,5.44
12.25,76.25,2020,5,17,26.04,5.55
12.25,76.75,2020,5,17,27.6,5.55
12.25,77.25,2020,5,17,28.97,5.37
12.75,74.25,2020,5,17,29.98,5.83
12.75,74.75,2020,5,17,29.06,5.83
12.75,75.25,2020,5,17,27.32,5.44
12.75,75.75,2020,5,17,25.7,5.44
12.75,76.25,2020,5,17,26.1,5.55
12.75,76.75,2020,5,17,28.08,5.55
12.75,77.25,2020,5,17,28.89,5.37
8.25,74.25,2020,5,18,29.84,1.61
8.25,74.75,2020,5,18,29.88,1.61
8.25,75.25,2020,5,18,29.86,1.94
8.25,75.75,2020,5,18,29.78,1.94
8.25,76.25,2020,5,18,29.6,2.59
8.25,76.75,2020,5,18,28.76,2.59
8.25,77.25,2020,5,18,28.12,3.06
8.75,74.25,2020,5,18,29.93,1.61
8.75,74.75,2020,5,18,29.93,1.61
8.75,75.25,2020,5,18,29.9,1.94
8.75,75.75,2020,5,18,29.78,1.94
8.75,76.25,2020,5,18,29.41,2.59
8.75,76.75,2020,5,18,27.52,2.59
8.75,77.25,2020,5,18,26.78,3.06
9.25,74.25,2020,5,18,30.02,1.34
9.25,74.75,2020,5,18,29.98,1.34
9.25,75.25,2020,5,18,29.92,1.14
9.25,75.75,2020,5,18,29.69,1.14
9.25,76.25,2020,5,18,29.03,1.57
9.25,76.75,2020,5,18,26.33,1.57
9.25,77.25,2020,5,18,26.15,3.49
9.75,74.25,2020,5,18,30.08,1.34
9.75,74.75,2020,5,18,29.98,1.34
9.75,75.25,2020,5,18,29.87,1.14
9.75,75.75,2020,5,18,29.53,1.14
9.75,76.25,2020,5,18,28.53,1.57
9.75,76.75,2020,5,18,25.04,1.57
9.75,77.25,2020,5,18,25.2,3.49
10.25,74.25,2020,5,18,30.11,1.54
10.25,74.75,2020,5,18,29.98,1.54
10.25,75.25,2020,5,18,29.81,1.64
10.25,75.75,2020,5,18,29.36,1.64
10.25,76.25,2020,5,18,28.12,2.82
10.25,76.75,2020,5,18,25,2.82
10.25,77.25,2020,5,18,25.48,3.89
10.75,74.25,2020,5,18,30.12,1.54
10.75,74.75,2020,5,18,29.98,1.54
10.75,75.25,2020,5,18,29.67,1.64
10.75,75.75,2020,5,18,28.89,1.64
10.75,76.25,2020,5,18,27.15,2.82
10.75,76.75,2020,5,18,25.89,2.82
10.75,77.25,2020,5,18,27.25,3.89
11.25,74.25,2020,5,18,30.13,1.78
11.25,74.75,2020,5,18,29.93,1.78
11.25,75.25,2020,5,18,29.25,2.27
11.25,75.75,2020,5,18,27.77,2.27
11.25,76.25,2020,5,18,25.33,3.2
11.25,76.75,2020,5,18,25.51,3.2
11.25,77.25,2020,5,18,27.98,3.86
11.75,74.25,2020,5,18,30.16,1.78
11.75,74.75,2020,5,18,29.67,1.78
11.75,75.25,2020,5,18,28.34,2.27
11.75,75.75,2020,5,18,26.28,2.27
11.75,76.25,2020,5,18,24.3,3.2
11.75,76.75,2020,5,18,24.98,3.2
11.75,77.25,2020,5,18,27.23,3.86
12.25,74.25,2020,5,18,30.17,1.81
12.25,74.75,2020,5,18,29.21,1.81
12.25,75.25,2020,5,18,27.19,2.26
12.25,75.75,2020,5,18,24.88,2.26
12.25,76.25,2020,5,18,24.14,3.92
12.25,76.75,2020,5,18,25.25,3.92
12.25,77.25,2020,5,18,26.62,5.05
12.75,74.25,2020,5,18,30.14,1.81
12.75,74.75,2020,5,18,28.76,1.81
12.75,75.25,2020,5,18,26.4,2.26
12.75,75.75,2020,5,18,24.1,2.26
12.75,76.25,2020,5,18,23.88,3.92
12.75,76.75,2020,5,18,25.11,3.92
12.75,77.25,2020,5,18,26,5.05
8.25,74.25,2020,5,19,30.39,5.72
8.25,74.75,2020,5,19,30.49,5.72
8.25,75.25,2020,5,19,30.53,4.79
8.25,75.75,2020,5,19,30.46,4.79
8.25,76.25,2020,5,19,30.2,4.24
8.25,76.75,2020,5,19,29.24,4.24
8.25,77.25,2020,5,19,28.5,4.32
8.75,74.25,2020,5,19,30.45,5.72
8.75,74.75,2020,5,19,30.54,5.72
8.75,75.25,2020,5,19,30.56,4.79
8.75,75.75,2020,5,19,30.44,4.79
8.75,76.25,2020,5,19,30.06,4.24
8.75,76.75,2020,5,19,28.14,4.24
8.75,77.25,2020,5,19,27.39,4.32
9.25,74.25,2020,5,19,30.47,5.7
9.25,74.75,2020,5,19,30.55,5.7
9.25,75.25,2020,5,19,30.56,4.85
9.25,75.75,2020,5,19,30.37,4.85
9.25,76.25,2020,5,19,29.77,3.86
9.25,76.75,2020,5,19,27.04,3.86
9.25,77.25,2020,5,19,26.85,4.53
9.75,74.25,2020,5,19,30.48,5.7
9.75,74.75,2020,5,19,30.55,5.7
9.75,75.25,2020,5,19,30.56,4.85
9.75,75.75,2020,5,19,30.29,4.85
9.75,76.25,2020,5,19,29.25,3.86
9.75,76.75,2020,5,19,25.77,3.86
9.75,77.25,2020,5,19,25.87,4.53
10.25,74.25,2020,5,19,30.52,5
10.25,74.75,2020,5,19,30.57,5
10.25,75.25,2020,5,19,30.56,4.35
10.25,75.75,2020,5,19,30.17,4.35
10.25,76.25,2020,5,19,28.78,4.04
10.25,76.75,2020,5,19,25.69,4.04
10.25,77.25,2020,5,19,26.07,5.42
10.75,74.25,2020,5,19,30.55,5
10.75,74.75,2020,5,19,30.59,5
10.75,75.25,2020,5,19,30.42,4.35
10.75,75.75,2020,5,19,29.69,4.35
10.75,76.25,2020,5,19,27.82,4.04
10.75,76.75,2020,5,19,26.52,4.04
10.75,77.25,2020,5,19,27.87,5.42
11.25,74.25,2020,5,19,30.53,5.63
11.25,74.75,2020,5,19,30.5,5.63
11.25,75.25,2020,5,19,29.94,4.88
11.25,75.75,2020,5,19,28.53,4.88
11.25,76.25,2020,5,19,26.06,5.02
11.25,76.75,2020,5,19,26.17,5.02
11.25,77.25,2020,5,19,28.74,5.45
11.75,74.25,2020,5,19,30.46,5.63
11.75,74.75,2020,5,19,30.19,5.63
11.75,75.25,2020,5,19,28.97,4.88
11.75,75.75,2020,5,19,26.95,4.88
11.75,76.25,2020,5,19,25.08,5.02
11.75,76.75,2020,5,19,25.76,5.02
11.75,77.25,2020,5,19,28.19,5.45
12.25,74.25,2020,5,19,30.36,5.52
12.25,74.75,2020,5,19,29.71,5.52
12.25,75.25,2020,5,19,27.85,4.8
12.25,75.75,2020,5,19,25.6,4.8
12.25,76.25,2020,5,19,25.13,5.23
12.25,76.75,2020,5,19,26.31,5.23
12.25,77.25,2020,5,19,27.82,5.48
12.75,74.25,2020,5,19,30.24,5.52
12.75,74.75,2020,5,19,29.3,5.52
12.75,75.25,2020,5,19,27.24,4.8
12.75,75.75,2020,5,19,25.13,4.8
12.75,76.25,2020,5,19,25.33,5.23
12.75,76.75,2020,5,19,26.68,5.23
12.75,77.25,2020,5,19,27.56,5.48
8.25,74.25,2020,5,20,29.96,3.36
8.25,74.75,2020,5,20,29.97,3.36
8.25,75.25,2020,5,20,29.96,4.81
8.25,75.75,2020,5,20,29.93,4.81
8.25,76.25,2020,5,20,29.85,5.44
8.25,76.75,2020,5,20,29.35,5.44
8.25,77.25,2020,5,20,29.22,5.74
8.75,74.25,2020,5,20,29.99,3.36
8.75,74.75,2020,5,20,30.01,3.36
8.75,75.25,2020,5,20,30.04,4.81
8.75,75.75,2020,5,20,30.02,4.81
8.75,76.25,2020,5,20,29.87,5.44
8.75,76.75,2020,5,20,28.54,5.44
8.75,77.25,2020,5,20,28.4,5.74
9.25,74.25,2020,5,20,29.97,5.32
9.25,74.75,2020,5,20,30.02,5.32
9.25,75.25,2020,5,20,30.06,6.1
9.25,75.75,2020,5,20,30.01,6.1
9.25,76.25,2020,5,20,29.71,5.46
9.25,76.75,2020,5,20,27.51,5.46
9.25,77.25,2020,5,20,27.88,5.66
9.75,74.25,2020,5,20,29.94,5.32
9.75,74.75,2020,5,20,29.98,5.32
9.75,75.25,2020,5,20,30.02,6.1
9.75,75.75,2020,5,20,29.91,6.1
9.75,76.25,2020,5,20,29.33,5.46
9.75,76.75,2020,5,20,26.27,5.46
9.75,77.25,2020,5,20,27.09,5.66
10.25,74.25,2020,5,20,29.9,6.09
10.25,74.75,2020,5,20,29.92,6.09
10.25,75.25,2020,5,20,29.96,6.1
10.25,75.75,2020,5,20,29.82,6.1
10.25,76.25,2020,5,20,29.1,5.69
10.25,76.75,2020,5,20,26.29,5.69
10.25,77.25,2020,5,20,27.34,5.93
10.75,74.25,2020,5,20,29.84,6.09
10.75,74.75,2020,5,20,29.88,6.09
10.75,75.25,2020,5,20,29.86,6.1
10.75,75.75,2020,5,20,29.52,6.1
10.75,76.25,2020,5,20,28.42,5.69
10.75,76.75,2020,5,20,27.33,5.69
10.75,77.25,2020,5,20,28.95,5.93
11.25,74.25,2020,5,20,29.77,6.03
11.25,74.75,2020,5,20,29.85,6.03
11.25,75.25,2020,5,20,29.61,5.72
11.25,75.75,2020,5,20,28.74,5.72
11.25,76.25,2020,5,20,26.99,5.83
11.25,76.75,2020,5,20,27.36,5.83
11.25,77.25,2020,5,20,29.76,6.01
11.75,74.25,2020,5,20,29.73,6.03
11.75,74.75,2020,5,20,29.73,6.03
11.75,75.25,2020,5,20,29.03,5.72
11.75,75.75,2020,5,20,27.69,5.72
11.75,76.25,2020,5,20,26.35,5.83
11.75,76.75,2020,5,20,27.19,5.83
11.75,77.25,2020,5,20,29.31,6.01
12.25,74.25,2020,5,20,29.74,5.9
12.25,74.75,2020,5,20,29.53,5.9
12.25,75.25,2020,5,20,28.36,5.49
12.25,75.75,2020,5,20,26.78,5.49
12.25,76.25,2020,5,20,26.42,5.96
12.25,76.75,2020,5,20,27.52,5.96
12.25,77.25,2020,5,20,28.86,6.09
12.75,74.25,2020,5,20,29.74,5.9
12.75,74.75,2020,5,20,29.36,5.9
12.75,75.25,2020,5,20,27.98,5.49
12.75,75.75,2020,5,20,26.34,5.49
12.75,76.25,2020,5,20,26.37,5.96
12.75,76.75,2020,5,20,27.62,5.96
12.75,77.25,2020,5,20,28.53,6.09
8.25,74.25,2020,5,21,29.42,1.58
8.25,74.75,2020,5,21,29.53,1.58
8.25,75.25,2020,5,21,29.59,1.93
8.25,75.75,2020,5,21,29.62,1.93
8.25,76.25,2020,5,21,29.59,1.7
8.25,76.75,2020,5,21,28.73,1.7
8.25,77.25,2020,5,21,28.29,3.6
8.75,74.25,2020,5,21,29.64,1.58
8.75,74.75,2020,5,21,29.82,1.58
8.75,75.25,2020,5,21,29.92,1.93
8.75,75.75,2020,5,21,29.91,1.93
8.75,76.25,2020,5,21,29.71,1.7
8.75,76.75,2020,5,21,27.65,1.7
8.75,77.25,2020,5,21,27.05,3.6
9.25,74.25,2020,5,21,29.88,2.52
9.25,74.75,2020,5,21,30.05,2.52
9.25,75.25,2020,5,21,30.14,2.83
9.25,75.75,2020,5,21,30.05,2.83
9.25,76.25,2020,5,21,29.57,3.85
9.25,76.75,2020,5,21,26.58,3.85
9.25,77.25,2020,5,21,26.3,5.37
9.75,74.25,2020,5,21,29.97,2.52
9.75,74.75,2020,5,21,30.1,2.52
9.75,75.25,2020,5,21,30.16,2.83
9.75,75.75,2020,5,21,29.94,2.83
9.75,76.25,2020,5,21,29.03,3.85
9.75,76.75,2020,5,21,25.33,3.85
9.75,77.25,2020,5,21,25.19,5.37
10.25,74.25,2020,5,21,29.95,4.58
10.25,74.75,2020,5,21,30.05,4.58
10.25,75.25,2020,5,21,30.05,4.59
10.25,75.75,2020,5,21,29.68,4.59
10.25,76.25,2020,5,21,28.4,5.31
10.25,76.75,2020,5,21,25.3,5.31
10.25,77.25,2020,5,21,25.66,5.95
10.75,74.25,2020,5,21,29.82,4.58
10.75,74.75,2020,5,21,29.96,4.58
10.75,75.25,2020,5,21,29.85,4.59
10.75,75.75,2020,5,21,29.14,4.59
10.75,76.25,2020,5,21,27.31,5.31
10.75,76.75,2020,5,21,26.14,5.31
10.75,77.25,2020,5,21,27.72,5.95
11.25,74.25,2020,5,21,29.67,5.01
11.25,74.75,2020,5,21,29.81,5.01
11.25,75.25,2020,5,21,29.37,5.24
11.25,75.75,2020,5,21,28.03,5.24
11.25,76.25,2020,5,21,25.61,5.48
11.25,76.75,2020,5,21,25.89,5.48
11.25,77.25,2020,5,21,28.59,6.33
11.75,74.25,2020,5,21,29.53,5.01
11.75,74.75,2020,5,21,29.48,5.01
11.75,75.25,2020,5,21,28.43,5.24
11.75,75.75,2020,5,21,26.56,5.24
11.75,76.25,2020,5,21,24.9,5.48
11.75,76.75,2020,5,21,25.93,5.48
11.75,77.25,2020,5,21,28.39,6.33
12.25,74.25,2020,5,21,29.36,5.71
12.25,74.75,2020,5,21,28.94,5.71
12.25,75.25,2020,5,21,27.4,5.8
12.25,75.75,2020,5,21,25.5,5.8
12.25,76.25,2020,5,21,25.3,6.23
12.25,76.75,2020,5,21,27,6.23
12.25,77.25,2020,5,21,28.59,6.64
12.75,74.25,2020,5,21,29.21,5.71
12.75,74.75,2020,5,21,28.55,5.71
12.75,75.25,2020,5,21,26.89,5.8
12.75,75.75,2020,5,21,25.21,5.8
12.75,76.25,2020,5,21,25.67,6.23
12.75,76.75,2020,5,21,27.58,6.23
12.75,77.25,2020,5,21,28.66,6.64
8.25,74.25,2020,5,22,29.69,5.17
8.25,74.75,2020,5,22,29.64,5.17
8.25,75.25,2020,5,22,29.61,5.28
8.25,75.75,2020,5,22,29.6,5.28
8.25,76.25,2020,5,22,29.56,5.41
8.25,76.75,2020,5,22,28.79,5.41
8.25,77.25,2020,5,22,28.44,6
8.75,74.25,2020,5,22,29.58,5.17
8.75,74.75,2020,5,22,29.62,5.17
8.75,75.25,2020,5,22,29.69,5.28
8.75,75.75,2020,5,22,29.71,5.28
8.75,76.25,2020,5,22,29.57,5.41
8.75,76.75,2020,5,22,27.71,5.41
8.75,77.25,2020,5,22,27.38,6
9.25,74.25,2020,5,22,29.65,5.02
9.25,74.75,2020,5,22,29.72,5.02
9.25,75.25,2020,5,22,29.82,4.16
9.25,75.75,2020,5,22,29.81,4.16
9.25,76.25,2020,5,22,29.47,4.54
9.25,76.75,2020,5,22,26.73,4.54
9.25,77.25,2020,5,22,27.03,5.05
9.75,74.25,2020,5,22,29.77,5.02
9.75,74.75,2020,5,22,29.84,5.02
9.75,75.25,2020,5,22,29.93,4.16
9.75,75.75,2020,5,22,29.81,4.16
9.75,76.25,2020,5,22,29.05,4.54
9.75,76.75,2020,5,22,25.67,4.54
9.75,77.25,2020,5,22,26.49,5.05
10.25,74.25,2020,5,22,29.66,4.77
10.25,74.75,2020,5,22,29.74,4.77
10.25,75.25,2020,5,22,29.82,5.06
10.25,75.75,2020,5,22,29.65,5.06
10.25,76.25,2020,5,22,28.72,5.05
10.25,76.75,2020,5,22,25.92,5.05
10.25,77.25,2020,5,22,27.03,5.37
10.75,74.25,2020,5,22,29.53,4.77
10.75,74.75,2020,5,22,29.6,4.77
10.75,75.25,2020,5,22,29.61,5.06
10.75,75.75,2020,5,22,29.26,5.06
10.75,76.25,2020,5,22,28.1,5.05
10.75,76.75,2020,5,22,27.17,5.05
10.75,77.25,2020,5,22,29.01,5.37
11.25,74.25,2020,5,22,29.5,5.61
11.25,74.75,2020,5,22,29.56,5.61
11.25,75.25,2020,5,22,29.3,6.14
11.25,75.75,2020,5,22,28.42,6.14
11.25,76.25,2020,5,22,26.66,5.07
11.25,76.75,2020,5,22,27.26,5.07
11.25,77.25,2020,5,22,29.94,6.04
11.75,74.25,2020,5,22,29.39,5.61
11.75,74.75,2020,5,22,29.34,5.61
11.75,75.25,2020,5,22,28.62,6.14
11.75,75.75,2020,5,22,27.33,6.14
11.75,76.25,2020,5,22,26.14,5.07
11.75,76.75,2020,5,22,27.44,5.07
11.75,77.25,2020,5,22,29.67,6.04
12.25,74.25,2020,5,22,29.2,6.68
12.25,74.75,2020,5,22,29,6.68
12.25,75.25,2020,5,22,27.93,6.36
12.25,75.75,2020,5,22,26.54,6.36
12.25,76.25,2020,5,22,26.55,6.09
12.25,76.75,2020,5,22,28.38,6.09
12.25,77.25,2020,5,22,29.64,6.41
12.75,74.25,2020,5,22,29.05,6.68
12.75,74.75,2020,5,22,28.83,6.68
12.75,75.25,2020,5,22,27.71,6.36
12.75,75.75,2020,5,22,26.39,6.36
12.75,76.25,2020,5,22,26.75,6.09
12.75,76.75,2020,5,22,28.62,6.09
12.75,77.25,2020,5,22,29.31,6.41
8.25,74.25,2020,5,23,29.36,6.37
8.25,74.75,2020,5,23,29.45,6.37
8.25,75.25,2020,5,23,29.54,6.3
8.25,75.75,2020,5,23,29.6,6.3
8.25,76.25,2020,5,23,29.6,6.16
8.25,76.75,2020,5,23,29.01,6.16
8.25,77.25,2020,5,23,28.65,6.18
8.75,74.25,2020,5,23,29.45,6.37
8.75,74.75,2020,5,23,29.55,6.37
8.75,75.25,2020,5,23,29.65,6.3
8.75,75.75,2020,5,23,29.69,6.3
8.75,76.25,2020,5,23,29.6,6.16
8.75,76.75,2020,5,23,28.19,6.16
8.75,77.25,2020,5,23,27.98,6.18
9.25,74.25,2020,5,23,29.49,6.02
9.25,74.75,2020,5,23,29.53,6.02
9.25,75.25,2020,5,23,29.58,5.78
